singer,name,lyrics,moodCat
DoubleJam,追風少年,"['Verse 1 (KayC 寬仔)', '滂沱大雨中騎在環河西路', '眼前也逐漸變得朦朧', '煩惱找不到人能傾訴', '快樂此刻也變得籠統', '到底我在追著風還是風在追著我', '做了ㄧ場夢', '還沒回神就綠燈了只能先騎再說', '(我夢到)', '剛牽到你時的笑容', '即使肩上已背著債', '伸手抓住擁有的一切', '也沒有時光飛的快', '後照鏡隱約看到妳的身影', '手放在我的口袋裡面搓著手心', '那天很冷我們許的願從天上劃過跟著那顆流星', 'Hook', '生鏽的鑰匙孔', '油門催到緊繃', '紅綠燈在閃爍', '好像做了一個夢', '追風少年追著風', '多帶一個安全帽下樓', '抱著我在後座', '那個她是否還記得我', 'I know', '也許我想太多', '不知怎麼開口', '但突然有很多話想對你說', 'I know', '就算我常犯錯', '連理想都被埋沒', '但就只剩下你從來都沒離開過', 'Verse 2 (Farmer)', '多少次為了你而爭吵', '和家人對話 變不再擅長禮貌', '為了錢 工作東奔西跑', '即使免疫力失調 在我眼裡也不是困擾', '一天 一天 出門會向我道早問我有沒有吃飽', '一年 一年 人啊終究會服老 現在的妳過的好不好', 'Bridge', '不管颳風或下雨 都沒有地方躲', '如果時間能倒轉想回到那個巷口', '說到底追風少年也許不適合太念舊', '那就往前衝']",哀
DoubleJam,Getting Cold,"['Verse 1 (Farmer)', '腳步隨著季節放慢', '喧嘩的城市', '交通一樣癱瘓', '漫步在中正橋下的河畔', '回憶起昨天的事也想到國蛋', '寒冷的冬 雙手沒時間放口袋', '門口遇到我可能是我送的外賣', '寒冷的冬 窮途末路沒有衣服穿', '只能放在蝦皮購物車的願望清單', '兄弟聚會又花又花大筆錢', '錢包空空戴金項鍊顯得格外可憐', '每天都在逆境中 學著Hustle hard', '多希望還是一株幼苗 長不大', '這是我的生活  依舊放蕩', '這是我的生活  依舊放蕩', '困擾背著走 是現實下的手', '隨著天氣getting cold', '年紀也getting old', 'Hook', '穿上我的Air Force', '當我出門的時候', 'So fresh so clean', '經典never getting old', ""It's getting cold"", '棉被外有點冷', ""9 o'clock in da morning 睡醒剛好九點整"", 'Verse 2 (寬仔 KayC)', '冷颼颼的空氣飄著冬天的氣味', '穿著North Face 羽絨外套那是必備', '當我跟兄弟玩在一起 時 沒有忌諱', 'We so fly就算是他人眼中的異類', 'Laid back 的flow', 'Laid back 的soul', 'Laid back everything', '聽著How we roll', '熱狗說最好的時代但卻也最壞', '寒流來襲、九局下半依舊是我的最愛', '白天的時間都在昏睡我需要冬眠', '當我再次睜開眼太陽怎麼那麼剛好還在東邊', '熱量消耗的太快不想肚子餓吃的會比較重鹹', '偶爾醒的時候就像個文青待在誠品松菸', '為妳彈奏的夜曲來自十一月的蕭邦', '藝術品的呈現從不需要過度的包裝', '寒風刺骨的季節適合比較溫馨的Melody', 'Playing A one and a Two耳機裡「十二月的妳」']",愛
DoubleJam,與海,"['Hook', '我翻山越嶺', '越來越接近', '卻忘記開啟這一段旅程的原因', '空虛的野心', '無止盡的練習', '將所有熱情全都燃燒成了灰燼', '雨下一整夜', '在空蕩的房間', '書桌上的那張老照片', '心裡面最放不下的是最初的承諾', ""I just can't let it go"", 'Verse 1 (KayC 寬仔)', ""I just can't let it go"", '要的到底是什麼', '讓自己載浮載沉在茫茫人海之中', '想要living like a rockstar', '讓everybody knows', '內心的自我質疑卻從來沒停過', '能否挺過', '高標準的那條線', '擠在三坪的小房間', '跟兄弟們的大冒險', '對苦口婆心的告誡', '說了句抱歉', '肚子餓時還開著的剩巷口的便利商店', ""Can't stop playing the music"", '耳邊再次響起', '那首只要相信', '輪到我繼續傳遞', 'Keep it one hunnid', 'Verse 2 (Farmer)', ""I just can't let it go"", '多久沒有好好看日落', '日子無法說暫停', '長大不知不覺開始怕犯錯', '想當個追風少年', '背負的行李越背越重', '沒有辦法越挫越勇', '沒有期待好像不必在意痛', '到現在做音樂初衷沒有變', '巷弄的早餐店', '奶茶老樣子一樣會點大杯', '我沒有變', '一樣帶著家人給的金項鍊', '我繼續睡 做著不切實際的夢我繼續睡', '叫不醒的夢我還是繼續睡', '追不到的那陣風我還是繼續追', '還不完的學貸我還是繼續背', '眾人皆醒了 我還是繼續醉 繼續醉']",哀
杜奕岑,自控,"['不必說動聽的承諾', '真心是看你的行動', '不知道缺少了什麼', '感覺沒有從前快樂', '沒有什麼感同身受', '針都紮在我的傷口', '剩下了疲乏和冷漠', '我會還給那場過錯', '不愛 好好的說 不會試圖讓你感動', '只是覺得我的真誠沒被善待好難過', '牆角上靜止走的鐘 像我們之間的種種', '也許該 有個結果', '對於你感情自控不濃', '讓回憶慢慢淡漠', '是否給你太多笑容所以無視心痛', '懷念就走到這 還我那些快樂', '以後我不會莫名其妙哭了', '控制腦海思緒的變動', '不拐向你的箭頭', '我的路不允許你再來惹禍', '我不想所有期待 換來的都成空', '討厭在用心的時候 背叛在對我折磨', '不必說動聽的承諾', '真心是看你的行動', '不知道缺少了什麼', '感覺沒有從前快樂', '沒有什麼感同身受', '針都紮在我的傷口', '剩下了疲乏和冷漠', '我會還給那場過錯', '不愛 好好的說 不會試圖讓你感動', '只是覺得我的真誠沒被善待好難過', '牆角上靜止走的鐘 像我們之間的種種', '也許該 有個結果', '對於你感情自控不濃', '讓回憶慢慢淡漠', '是否給你太多笑容所以無視心痛', '懷念就走到這 還我那些快樂', '以後我不會莫名其妙哭了', '控制腦海思緒的變動', '不拐向你的箭頭', '我的路不允許你再來惹禍', '我不想所有期待 換來的都成空', '討厭在用心的時候', '對於你感情自控不濃', '讓回憶慢慢淡漠', '是否給你太多笑容所以無視心痛', '懷念就走到這 還我那些快樂', '以後我不會莫名其妙哭了', '控制腦海思緒的變動', '不拐向你的箭頭', '我的路不允許你再來惹禍', '我不想所有期待 換來的都成空', '討厭在用心的時候 背叛在對我折磨']",愛
張藝興,陪著你,"['從最初的模樣到萬眾矚目', '曾許下心願 They All Come True', '沿路見過風景太多', '而你是最美麗的那一幅', '陪著你 你也陪伴我左右', 'I keep running', 'You keep running', '我們雙向奔赴', 'Always got my back', 'I am counting on you', '是我的底氣', '為你 我絕對不辜負', '希望我的光芒能照亮你', '在最艱難的時候逗你開心', '你是我所有閃耀時刻的見證', '為我點亮這一盞 阿拉丁神燈', '看著Lay(不累)真不累(不累)', '如果你想遨遊 我就帶你飛Baby', '成為你驕傲 我會是最驕傲', '你是我的貝殼 也是我的Baby', '從最初的模樣到萬眾矚目', '曾許下心願 They All Come true', '沿路見過風景太多', '而你是最美麗的那一幅', '陪著你 你也陪伴我左右', 'I keep running', 'You keep running', '我們雙向奔赴', 'Always got my back', 'I am counting on you', '是我的底氣', '為你 我絕對不辜負', '彼此溫暖的依偎', '藏著花開的香味', '這片未來宇宙裝著你我', '就算外面漆黑', '這裡永遠能看見星星和螢火', '你是最亮的那顆', '這些歲月有你的陪伴', '為我點亮希望', '往後的日子我們一起成長', 'You Know I got your back', '我會一直陪著你', '從最初的模樣到萬眾矚目(貝殼)', '曾許下心願 They All Come True(未來無限大)', '沿路見過風景太多 (我們一起走)', '而你是最美麗的那一幅', '陪著你 你也陪伴我左右', 'I keep running', 'You keep running', '我們雙向奔赴', 'Always got my back', 'I am counting on you', '是我的底氣', '為你 我絕對不辜負', 'Lit sister Lit sister Lit sister(蓮姐姐)', 'Lit brother Lit brother Lit brother(蓮哥哥)', 'Lit sister Lit sister Lit sister', 'Lit brother Lit brother Lit brother']",愛
莫智欽,馴服,"['呆在家裡門都不出', '寂寞的影子蟄伏', '凝望熱鬧的小路', '瀕死的魚要水救助', '像我為愛願成奴', '所以一切很突兀', '愛得卑微', '越渴望著高呼', '落敗的俘虜', '有什麼資格談論著苦楚', '被你馴服', '套上了韁繩', '就像滾落的塵埃', '墜入無底的深海', '儘管心酸', '迴盪著激昂', '我依然用力的活在', '那一片被放逐的地帶', '瀕死的魚要水救助', '像我為愛願成奴', '所以一切很突兀', '愛得卑微', '越渴望著高呼', '落敗的俘虜', '有什麼資格談論著苦楚', '被你馴服', '套上了韁繩', '就像滾落的塵埃', '墜入無底的深海', '儘管心酸', '迴盪著激昂', '我依然用力的活在', '那一片被放逐的地帶', '被你馴服', '套上了韁繩', '就像滾落的塵埃', '墜入無底的深海', '儘管心酸', '迴盪著激昂', '我依然用力的活在', '那一片被放逐的地帶']",愛
金莎,用聲音擁抱你,"['Yami語音品牌主題曲', '靠著牆 我想為誰大聲歌唱', '就好像 聽到你的呼吸一樣', '總有好多話想對你講 期待你摯熱的讚賞', '有你在身旁 夜變得閃亮', '大街上 忙碌的人來來往往', '名利場 玻璃酒杯搖搖晃晃', '總覺得你彷彿在身旁 生活好似加入了蜜糖', '理想的芬芳 呼吸會發光', '無論世界多徬徨 天是否晴朗', '要你到避風港 有幻想 生活最好的模樣', '信念結出冰霜 童話故事也有瘋狂', '勇敢逆流啟航', '你的城市夜未涼 放下了倔強', '落著雨有太陽 是你讓 這日子不再迷惘', '驕傲無畏自信 用聲音擁抱你', '擁抱著希望', '大街上 忙碌的人來來往往', '名利場 玻璃酒杯搖搖晃晃', '總覺得你彷彿在身旁 生活好似加入了蜜糖', '理想的芬芳 呼吸會發光', '捉迷藏 你的聲音恰好張揚', '叮噹叮噹 聽見看見遇見真實的烏托邦', '沉淪的 灰謔的 糾纏的 全被你一掃而光', '儂語有歌聲無從抵抗', '不論世界多徬徨 天是否晴朗', '要你到避風港 有幻想 生活最好的模樣', '信念結出冰霜 童話故事也有瘋狂', '勇敢逆流啟航', '你的城市夜未涼 放下了倔強', '落著雨有太陽 是你讓 這日子不再迷惘', '驕傲無畏自信 用聲音擁抱你', '擁抱著希望']",愛
林軒,你到底懂不懂？,"['你 到底 懂 不 懂', '別 閃 躲~', '還 假裝 放空', '你  知  道 我 要 的  不 多', '你 到底 懂 不 懂', '在 你  眼 中', '是否  有 點  不同', 'Baby I  think you already know', '春天  和你  相遇', '秋天  卻  下著雨', '別再 沈默 不語', ""I  Don't wanna be your maybe"", '呼∼∼∼∼', '你到底懂我呀', '啦啦啦啦    啦啦', '你到底懂我呀', '啦啦啦啦   啦啦', '你到底 懂不懂', '怎麼會  看不穿你的', '一舉一動', '我到底要等多久', '想和你', '漫步在星空', 'You could stay', 'You could lie', '我還在等', ""Can't Wait for you to call me baby"", '春天  和你  相遇', '秋天  卻  下著雨', '別再 沈默 不語', ""I  Don't wanna be your maybe"", '呼∼∼∼', '你到底懂不懂我呀', '啦啦啦啦 啦啦', '你到底懂不懂我呀', '啦啦啦啦 啦啦', '啦啦啦啦 啦啦', '啦啦啦啦 啦啦', '啦啦啦啦 啦啦']",愛
黃雨勳,就是這麼巧,"['What A Coincidence', '有時候愛就是這麼巧', '我和你的默契不用喬', '只要你的溫暖的微笑', '從不忍心你煩惱', '想逗你   笑著笑到彎下了腰', '哪怕   我看來不適合搞笑', '我對你的好   想要再如何努力很低調(很低調)', '當你對我撒嬌   我形象再酷也難保', '沒救藥   一碰到你我的所有理性全溜掉', '就快要   掉進浪漫給我們設的圈套', '還炫耀   能和你步伐協調', '我只能和你   心有靈犀', '有時候愛就是這麼巧', '我和你的默契不用喬', '只靠你一個溫暖的微笑', '我的愛就會這麼巧', '一瞬間為了你開竅', '你想要或需要   不用說我都做到', '難以相信的奇妙', '我說話   天馬行空換著頻道', '你卻   總是收得到我訊號', '我對你的好   可能我嘗試表現的很低調(很低調)', '但不等你撒嬌   擔保幸福不會減少', '沒救藥   一碰到你我的所有理性全溜掉', '就快要   掉進浪漫給我們設的圈套', '還炫耀   能和你步伐協調', '我只能和你   心有靈犀', '有時候愛就是這麼巧', '我和你的默契不用喬', '只靠你一個溫暖的微笑', '我的愛就會這麼巧', '一瞬間為了你開竅', '你想要或需要   不用說我都做到', '我想說愛就是這麼巧', '我和你的默契不用喬', '只要你給我溫暖的擁抱', '我的愛就會 就會這麼巧', '為了你開竅不遲不早', '對上我們心跳   做你永遠的依靠']",愛
登登,愛的驪歌,"['網路劇 同同情2愛的驪歌 主題曲', 'feat. 木星', '還記得那年夏日', '唱這首歌 哼著旋律', 'Dadaladalada 青春痕跡', '年少輕狂的愛情', '曖昧軌跡 曾經氣息', '噹噹鐘聲響起 未來回憶', '道別不是告別', '新章節待遇見', '若你想起我 曾經哭笑過', '時光轉眼之間', '已來分飛季節', '揮舞不停歇', '藍天星空夜 愛的驪歌唱著', '還記得那年夏日', '唱這首歌 哼著旋律', '彈奏酸甜戀曲 青春痕跡', '年少輕狂的愛情', '曖昧軌跡 曾經氣息', '噹噹鐘聲想起 未來回憶', '道別不是告別', '新章節待遇見', '若你想起我 曾經哭笑過', '時光轉眼之間', '已來分飛季節', '揮舞不停歇 藍天星空夜', '愛的驪歌唱著', '早已就位', '霾霧的天', '暗黑的夜', '夢想起飛', '我們準備好 向前', '道別不是告別', '新章節待遇見', '若你想起我 曾經哭笑過', '時光轉眼之間', '已來分飛季節', '揮舞不停歇 藍天星空夜', '愛的驪歌唱著 我唱著', '藍天星空夜', '愛的驪歌 唱著']",喜
登登,而已,"['網路劇 同同情2愛的驪歌 插曲', '這關係 那麼清晰', '不就是 冷漠無語', '傻傻的 還在戲裡', '說寶貝 騙人而已', '多刺耳可笑的始無前例', '說穿了只是虛偽的演技', '沒關係 劇情走向已清晰', '是我還在戲裡 是我騙自己', '總是在無助的時候想起', '最初的相識吸引', '自以? 紀念日 假關係', '原來空間就是可笑而已', '所謂的距離只是你當成', '藉口的裝傻而已', '如果說 不在乎 會不會', '就不那麼傷人 死心塌地', '深刻地 像部電影', '終究是 一場夢境', '回到我 平凡起居', '角色是 觀眾之一', '看戲的終究著迷於戲裡', '感情路沒有欺騙的道理', '戲裡戲外演技怎麼給你', '你就能夠逃離 我就能夠灑泣', '總是在無助的時後想起', '最初的相識吸引', '自以? 紀念日 假關係', '原來空間就是可笑而已', '所謂的距離只是你當成', '藉口的裝傻而已', '如果說 不在乎 會不會', '就不那麼傷人 死心塌地', '付出真心難道收回可以', '你的笑容我當可笑而已', '不強迫的溫柔才是成熟', '請放過 就放過 我怕了', '看清謊言劇透不演而已', '拖台錢一部爛戲', '天真的 無知的 可笑的', '慣性背叛腳本送你不可惜', '你不過情感氾濫蒐集癖', '尋覓著高仿替代品', '好可憐 誰同情 你不配', '就別再假裝後悔 別再欺騙自己', '為你找的藉口 理由 劇本', '遺泣 而已']",哀
